中央机构,地市级政府,区县级政府,乡镇级政府,村委会,居委会,街道办,公安机关,公证处,法院,司法局,检察院,消防局,工商局,税务局,财政局,民政局,交管局,电信局,测绘院/勘测院/规划院,海关,"委,办,局",档案馆,产权交易中心,涉外机构,驻地机构,党派团体,福利机构
,,,中共书院街居民支部委员会,,,,深圳市公安局福田分局园岭派出所,,,,,,,,,,,,,,,,,,,龙岗区消费者委员会坂田消费者监督站,
,,,中共委海山街道工作委员会,,,,深圳市公安局罗岗派出所社区巡警二队,,,,,,,,,,,,,,,,,,,龙岗区个体劳动者协会坂田分会,
,,,中共盐田区纪委海山街道工作委员会,,,,沙湾派出所,,,,,,,,,,,,,,,,,,,龙岗区消费者委员会龙城消费者监督站,
,,,,,,,盛平派出所,,,,,,,,,,,,,,,,,,,龙岗区个体劳动者协会龙城办事处,
,,,,,,,市交警巡逻大队,,,,,,,,,,,,,,,,,,,罗岗社区妇女维权站,
,,,,,,,上塘派出所(和平路),,,,,,,,,,,,,,,,,,,罗岗社区妇女工作委员会,
,,,,,,,上塘派出所居住证办证大厅,,,,,,,,,,,,,,,,,,,罗岗社区妇女工作委员会,
,,,,,,,深圳市罗湖区机动训练大队,,,,,,,,,,,,,,,,,,,龙岗区消费者委员会坪山消费者监督站,
,,,,,,,深圳市公安局罗湖分局巡警大队,,,,,,,,,,,,,,,,,,,龙岗区消费者委员会坪山消费者监督站,
,,,,,,,深圳市公安局森林分局,,,,,,,,,,,,,,,,,,,龙岗区坪地消费者监督站,
,,,,,,,深圳市坪山派出所,,,,,,,,,,,,,,,,,,,龙华街道工商个体工会联合会,
,,,,,,,深圳市观澜派出所,,,,,,,,,,,,,,,,,,,龙华街道工商个体工会联合会,
,,,,,,,深圳市松元派出所,,,,,,,,,,,,,,,,,,,灵芝园社区慈善帮扶协会,
,,,,,,,深圳市公安局交警支队龙岗大队南湾中队,,,,,,,,,,,,,,,,,,,灵芝园社区残疾人协会,
,,,,,,,深圳市公安局交警支队坪山大队,,,,,,,,,,,,,,,,,,,灵芝园社区残疾人协会,
,,,,,,,深圳市宝安区交警大队松岗中队,,,,,,,,,,,,,,,,,,,灵芝园社区慈善帮扶协会,
,,,,,,,深圳市六约派出所,,,,,,,,,,,,,,,,,,,罗湖区南湖街道归国华侨联合会,
,,,,,,,深圳市南山派出所,,,,,,,,,,,,,,,,,,,龙岗南约宝华塑料厂工会委员会,
,,,,,,,深圳市东湖派出所,,,,,,,,,,,,,,,,,,,龙华街道三联社区居委会工会委员会,
,,,,,,,深圳市宝安公交派出所,,,,,,,,,,,,,,,,,,,莲花北社区计划生育协会,
,,,,,,,深圳市公安局森林分局内伶仃派出所,,,,,,,,,,,,,,,,,,,罗湖区个体劳动者协会桂园分会,
,,,,,,,深圳市龙华派出所,,,,,,,,,,,,,,,,,,,龙岗区个体劳动者协会六约分会,
,,,,,,,深圳市公安局宝安分局,,,,,,,,,,,,,,,,,,,龙岗区大鹏鹏城社区工会联合会,
,,,,,,,深圳市公安局宝安分局警察公共关系协调中心,,,,,,,,,,,,,,,,,,,龙岗街道宝龙社区计划生育协会,
,,,,,,,深圳市公安局宝安分局信访办公室,,,,,,,,,,,,,,,,,,,龙川会馆,
,,,,,,,深圳市宝安区公安局经济犯罪侦查大队,,,,,,,,,,,,,,,,,,,龙岗街道同乐社区计生协,
,,,,,,,深圳市森林分局宝安区派出所,,,,,,,,,,,,,,,,,,,罗湖区社会捐助接收管理服务中心,
,,,,,,,深圳市公安局龙岗分局平湖派出所,,,,,,,,,,,,,,,,,,,罗岗社区妇女维权站,
,,,,,,,深圳市交警支队横岗中队,,,,,,,,,,,,,,,,,,,龙岗区个体劳动者协会平湖办事处,
,,,,,,,深圳市公安局巡警支队龙岗大队二中队,,,,,,,,,,,,,,,,,,,六约村华昌五金塑胶厂基层工会委员会,
,,,,,,,深圳市公安局流塘保安大队臣田中队,,,,,,,,,,,,,,,,,,,罗湖区义务工作者联合会,
,,,,,,,深圳市塘尾派出所,,,,,,,,,,,,,,,,,,,龙岗区民营企业商会,
,,,,,,,深圳市新城派出所,,,,,,,,,,,,,,,,,,,龙岗区个协劳动者协会新城办事处,
,,,,,,,深圳市经济特区同乐检查站,,,,,,,,,,,,,,,,,,,龙岗区个体劳动者协会,
,,,,,,,深圳市公安局交警支队龙岗大队,,,,,,,,,,,,,,,,,,,龙岗区环境科学学会,
,,,,,,,松岗派出所西方治安中队,,,,,,,,,,,,,,,,,,,龙岗区坪地街道文体联合会,
,,,,,,,深圳市公安局宝安分局黄鹤公安检查站,,,,,,,,,,,,,,,,,,,龙岗区坪地街道归国华侨联合会,
,,,,,,,深圳市流塘派出所,,,,,,,,,,,,,,,,,,,莲花二村社区科协,
,,,,,,,深圳广播电影电视集团经济民警中队新洲基地分队,,,,,,,,,,,,,,,,,,,龙岗区个体劳动者协会坪地分会,
,,,,,,,深圳市龙城派出所,,,,,,,,,,,,,,,,,,,龙岗区坪地消费者监督站,
,,,,,,,深圳市公安局交警支队车辆管理处龙华车管所,,,,,,,,,,,,,,,,,,,莲花二村社区残疾人协会,
,,,,,,,深圳市盐田区交警大队,,,,,,,,,,,,,,,,,,,龙岗区龙岗街道办事处归国华侨联合会,
,,,,,,,深圳市盐田区巡警大队,,,,,,,,,,,,,,,,,,,莲花二村社区残疾人活动室,
,,,,,,,沙头角派出所(沙深路),,,,,,,,,,,,,,,,,,,罗湖区义务工作者联合会,
,,,,,,,沙头角派出所(海涛路),,,,,,,,,,,,,,,,,,,龙岗区社区平安志愿者联合会,
,,,,,,,深圳市公安局巡逻警察支队盐田大队,,,,,,,,,,,,,,,,,,,龙西社区流动党员之家,
,,,,,,,深圳市公安局交警支队宝安大队,,,,,,,,,,,,,,,,,,,龙西社区流动党员之家,
,,,,,,,深圳市公安局南山区分局预审大队,,,,,,,,,,,,,,,,,,,龙西社区残疾人协会,
,,,,,,,深圳市荷坳派出所,,,,,,,,,,,,,,,,,,,龙西社区老年人协会,
,,,,,,,深圳市公安局交警支队光明大队公明中队,,,,,,,,,,,,,,,,,,,漫骑童学会,
,,,,,,,深圳市公安局交警支队龙岗大队布吉中队,,,,,,,,,,,,,,,,,,,梅林屋村管理服务中心,
,,,,,,,深圳市公安局公交分局盐田公交派出所,,,,,,,,,,,,,,,,,,,梅园社区居委会工会联合会,
,,,,,,,深圳市公安局宝安分局办证大厅,,,,,,,,,,,,,,,,,,,梅园社区居委会妇代会委员会,
,,,,,,,深圳市福田公交派出所,,,,,,,,,,,,,,,,,,,梅园社区居委会残疾人协会,
,,,,,,,沙头角派出所,,,,,,,,,,,,,,,,,,,梅富社区科学技术协会,
,,,,,,,沙头角森林派出所,,,,,,,,,,,,,,,,,,,梅富社区计划生育协会,
,,,,,,,深圳市公安局高新保安大队松坪山东中队,,,,,,,,,,,,,,,,,,,梅富社区工会工作委员会,
,,,,,,,深圳市公安局光明分局,,,,,,,,,,,,,,,,,,,梅林街道乒乓球协会,
,,,,,,,深圳市盐田港派出所,,,,,,,,,,,,,,,,,,,马峦社区居委会老年人协会,
,,,,,,,深圳市公安局福永保安大队新福中队,,,,,,,,,,,,,,,,,,,美律电子(深圳)有限公司工会基层委员会,
,,,,,,,深圳市公安局上塘保安大队龙塘中队,,,,,,,,,,,,,,,,,,,民治街道龙塘社区工作站计划生育协会,
,,,,,,,深圳市龙岗区交警大队,,,,,,,,,,,,,,,,,,,民治商会,
,,,,,,,盛平公安检查站,,,,,,,,,,,,,,,,,,,民治街道上塘社区老年人协会,
,,,,,,,盛平派出所治安报警点,,,,,,,,,,,,,,,,,,,民治商会,
,,,,,,,深圳市公安局交警支队龙岗大队新龙城中队,,,,,,,,,,,,,,,,,,,梅富社区科学技术协会,
,,,,,,,深圳市梅沙派出所,,,,,,,,,,,,,,,,,,,梅富社区老年人协会,
,,,,,,,深圳市公安局南山分局机动训练大队,,,,,,,,,,,,,,,,,,,民治街道上龙居委会计划生育协会,
,,,,,,,深圳市公安局流塘保安大队桃源中队,,,,,,,,,,,,,,,,,,,马峦社区居委会老年人协会,
,,,,,,,深圳湾派出所,,,,,,,,,,,,,,,,,,,梅园社区计生协会,
,,,,,,,深圳市公安局盐田分局盐田派出所,,,,,,,,,,,,,,,,,,,明珠社区居委会计划生育协会,
,,,,,,,深圳市公安局交警支队坪山大队坪山中队,,,,,,,,,,,,,,,,,,,梅富社区残疾人联合协会,
,,,,,,,深圳市葵冲派出所,,,,,,,,,,,,,,,,,,,梅富社区捐助接收工作点,
,,,,,,,深圳市公安局龙岗分局警务室,,,,,,,,,,,,,,,,,,,梅富社区妇女工作委员会,
,,,,,,,深圳市公安局交警支队龙岗大队葵涌中队,,,,,,,,,,,,,,,,,,,梅富社区残疾人联合协会,
,,,,,,,深圳市公安局交警支队光明中队,,,,,,,,,,,,,,,,,,,梅富社区妇女工作委员会,
,,,,,,,深圳市玉塘派出所田寮村治安联防队,,,,,,,,,,,,,,,,,,,马安堂社区妇女工作委员会,
,,,,,,,深圳市公安局南山派出所巡防大队,,,,,,,,,,,,,,,,,,,麻布社区妇女工作委员会,
,,,,,,,深圳市公安局龙新保安大队南约中队,,,,,,,,,,,,,,,,,,,麻布社区妇女工作委员会,
,,,,,,,深圳市公安局盛平保安大队,,,,,,,,,,,,,,,,,,,梅林街道乒乓球协会,
,,,,,,,石井派出所,,,,,,,,,,,,,,,,,,,美律电子(深圳)有限公司工会基层委员会,
,,,,,,,深圳市宝安区新安街道民兵应急分队,,,,,,,,,,,,,,,,,,,梅都社区老年人协会,
,,,,,,,深圳市公安局共乐保安大队盐田中队,,,,,,,,,,,,,,,,,,,梅富社区老年人协会,
,,,,,,,深圳市沙头角车管所,,,,,,,,,,,,,,,,,,,模具专业委员会,
,,,,,,,深圳市公安局罗湖公安分局出入境第二接待大厅,,,,,,,,,,,,,,,,,,,梅都社区老年人协会,
,,,,,,,深圳市公安局公交分局,,,,,,,,,,,,,,,,,,,民治街道东头居委会计划生育协会,
,,,,,,,深圳市翻身派出所,,,,,,,,,,,,,,,,,,,梅林街道羽毛球协会,
,,,,,,,深圳市罗湖口岸派出所,,,,,,,,,,,,,,,,,,,梅富社区捐助接收工作点,
,,,,,,,深圳市公安局罗湖分局桂园派出所,,,,,,,,,,,,,,,,,,,梅富社区计划生育协会,
,,,,,,,深圳市公安局公路巡逻民警支队巡逻大队,,,,,,,,,,,,,,,,,,,马峦社区居委会老年人协会,
,,,,,,,深圳市公安局南山分局人口管理科户政大厅,,,,,,,,,,,,,,,,,,,民治街道上龙居委会计划生育协会,
,,,,,,,深圳市福田区经济侦察大队,,,,,,,,,,,,,,,,,,,民治商会,
,,,,,,,深圳市东门派出所,,,,,,,,,,,,,,,,,,,南山区安全生产协会,
,,,,,,,深圳市公安局,,,,,,,,,,,,,,,,,,,南山区消协西丽监督站,
,,,,,,,深圳市公安局公交分局,,,,,,,,,,,,,,,,,,,南山区足球协会,
,,,,,,,沙井街道流动人口和出租屋综合管理万丰管理站,,,,,,,,,,,,,,,,,,,南头古城老年书画社,
,,,,,,,深圳市公安局交警支队福田大队,,,,,,,,,,,,,,,,,,,南山外国语学校家庭学校社区联合会,
,,,,,,,深圳市公安局龙岗分局布吉派出所,,,,,,,,,,,,,,,,,,,南头城社区计生协会,
,,,,,,,深圳经济特区南头检查站,,,,,,,,,,,,,,,,,,,南山区武术协会,
,,,,,,,深圳市大浪派出所,,,,,,,,,,,,,,,,,,,南山区消费者委员会蛇口监督站,
,,,,,,,深圳市公安局福田分局警务室,,,,,,,,,,,,,,,,,,,南山妇联婚姻家庭服务中心,
,,,,,,,深圳市公安局罗湖分局,,,,,,,,,,,,,,,,,,,南山区社区康复协会,
,,,,,,,笋岗派出所治安执勤点,,,,,,,,,,,,,,,,,,,南山区贸易公司,
,,,,,,,深圳市公安局盐田分局,,,,,,,,,,,,,,,,,,,南山区个体劳动者协会南山分会,
,,,,,,,深圳市公安局盐田分局综合办证大厅,,,,,,,,,,,,,,,,,,,南山区招商街道办网球协会,
,,,,,,,深圳市公安局招商保安大队,,,,,,,,,,,,,,,,,,,南山区招商街道办篮球协会,
,,,,,,,深圳市福田区公安局出入境办证大厅,,,,,,,,,,,,,,,,,,,南山区体育协会招商街道分会,
,,,,,,,深圳市高新区派出所,,,,,,,,,,,,,,,,,,,南山区招商街道办足球协会,
,,,,,,,深圳市公安局刑侦支队,,,,,,,,,,,,,,,,,,,南山台球协会,
,,,,,,,深圳市公安局笋岗保安支队,,,,,,,,,,,,,,,,,,,南湖街道办事处罗湖社区居民委员会计生协会会员之家,
,,,,,,,深圳市玉塘派出所田寮村治安联防队,,,,,,,,,,,,,,,,,,,南湖街道办事处罗湖居委计划生育协会会员之家,
,,,,,,,深圳市公安局盐田分局综合办证大厅,,,,,,,,,,,,,,,,,,,南湖街道办事处向西居民委员会计生协会会员之家,
,,,,,,,深圳市公安局坪山分局,,,,,,,,,,,,,,,,,,,南湖街道办事处老人协会,
,,,,,,,深圳市龙岗区公安分局综合服务厅,,,,,,,,,,,,,,,,,,,南园街道沙埔头社区计划生育协会,
,,,,,,,深圳市高新区派出所,,,,,,,,,,,,,,,,,,,南园街道沙埔头社区老年人协会,
,,,,,,,深圳市福田区经济犯罪侦察大队,,,,,,,,,,,,,,,,,,,南园街道锦龙社区老年人协会,
,,,,,,,深圳市公安局保安公司一大队驻伯诚工业区分队,,,,,,,,,,,,,,,,,,,南园街道园西社区残疾人工作委员会,
,,,,,,,市交警巡逻大队,,,,,,,,,,,,,,,,,,,南园街道园西社区计划生育协会,
,,,,,,,水围社区治安岗亭,,,,,,,,,,,,,,,,,,,南园街道沙埔头社区关心下一代工作委员会,
,,,,,,,深圳市公安局福田分局香蜜湖派出所,,,,,,,,,,,,,,,,,,,南华社区计生协,
,,,,,,,深圳市交通运输行政执法支队南山违章处理室,,,,,,,,,,,,,,,,,,,南园街道锦龙社区工会联合会,
,,,,,,,深圳市宝安区交警大队松岗中队,,,,,,,,,,,,,,,,,,,南园街道锦龙社区工会联合会(福田区锦龙社区健康服务中心西),
,,,,,,,深圳市新乐派出所,,,,,,,,,,,,,,,,,,,南园街道办事处园西社区残疾人协会,
,,,,,,,深圳市盐田区巡警大队,,,,,,,,,,,,,,,,,,,南园街道园西社区关心下一代工作委员会,
,,,,,,,深圳市公安局刑侦支队,,,,,,,,,,,,,,,,,,,南园街道南华社区老年人协会,
,,,,,,,深圳市口岸交警大队,,,,,,,,,,,,,,,,,,,南园街道南华社区关心下一代工作委员会,
,,,,,,,石厦治安联防大队,,,,,,,,,,,,,,,,,,,南园街道沙埔头社区科学技术协会,
,,,,,,,深圳市公安局南山分局机动训练大队战训一中队,,,,,,,,,,,,,,,,,,,南园街道巴登社区计划生育协会,
,,,,,,,深圳市荷坳派出所,,,,,,,,,,,,,,,,,,,南园街道巴登社区工会联合会,
,,,,,,,深圳市公安局军警联勤大队松子坑荷坳中队,,,,,,,,,,,,,,,,,,,南湾街道康乐社区残疾人协会,
,,,,,,,深圳市公安局福田分局香蜜湖派出所,,,,,,,,,,,,,,,,,,,南约社区居委会老人协会,
,,,,,,,深圳市公安局交警支队南山大队蛇口中队,,,,,,,,,,,,,,,,,,,南湾街道宝岭社区残疾人协会,
,,,,,,,深圳市公安局福田分局华强北派出所,,,,,,,,,,,,,,,,,,,南湾街道宝岭社区妇女代表大会,
,,,,,,,松坪山派出所,,,,,,,,,,,,,,,,,,,南湾街道宝岭社区工会,
,,,,,,,铁路工程公安局第九公安处第四公安分处,,,,,,,,,,,,,,,,,,,南山区体育舞蹈协会,
,,,,,,,田心社区警务室,,,,,,,,,,,,,,,,,,,南山区招商街道办足球协会,
,,,,,,,田面综治信访维稳工作站,,,,,,,,,,,,,,,,,,,南山区妇联,
,,,,,,,田面社区警务室,,,,,,,,,,,,,,,,,,,南山区武术协会,
,,,,,,,天安派出所,,,,,,,,,,,,,,,,,,,南山区桃源社区老年人协会,
,,,,,,,铁道建筑公安局第十三公安处第二分处,,,,,,,,,,,,,,,,,,,南园街道锦龙社区工会联合会(三九发展大厦东),
,,,,,,,同乐派出所(大坑路),,,,,,,,,,,,,,,,,,,南华社区计生协,
,,,,,,,同乐派出所综合服务大厅,,,,,,,,,,,,,,,,,,,南华社区科协,
,,,,,,,塘头派出所,,,,,,,,,,,,,,,,,,,南园街道锦龙社区工会联合会(福田区锦龙社区健康服务中心西),
,,,,,,,塘头派出所,,,,,,,,,,,,,,,,,,,南山区体育舞蹈协会,
,,,,,,,塘头派出所办证大厅,,,,,,,,,,,,,,,,,,,南山区体育协会招商街道分会,
,,,,,,,铁岗社区警务室,,,,,,,,,,,,,,,,,,,南山区招商街道办篮球协会,
,,,,,,,坣岗社区警务室,,,,,,,,,,,,,,,,,,,南山区招商街道办网球协会,
,,,,,,,坣岗派出所,,,,,,,,,,,,,,,,,,,南山区个体劳动者协会蛇口分会,
,,,,,,,铁路工程公安局第一公安处第九公安分处第一派出所,,,,,,,,,,,,,,,,,,,南湖街道办事处老人协会,
,,,,,,,铁道建筑公安局第十三公安处第二分处,,,,,,,,,,,,,,,,,,,南头城社区计生协会,
,,,,,,,铁路工程公安局第一公安处第九公安分处第一派出所,,,,,,,,,,,,,,,,,,,南华社区科协,
,,,,,,,塘头派出所,,,,,,,,,,,,,,,,,,,南华社区计生协,
,,,,,,,塘头派出所办证大厅,,,,,,,,,,,,,,,,,,,南园街道巴登社区工会联合会,
,,,,,,,同乐派出所(大坑路),,,,,,,,,,,,,,,,,,,南约社区计生协会会员之家,
,,,,,,,同乐派出所综合服务大厅,,,,,,,,,,,,,,,,,,,南山区慈善会捐赠点,
,,,,,,,田夏社区警务室,,,,,,,,,,,,,,,,,,,南山区消费者委员会蛇口监督站,
,,,,,,,通新岭社区警务室,,,,,,,,,,,,,,,,,,,南山区慈善会捐赠点,
,,,,,,,湾厦社区警务室,,,,,,,,,,,,,,,,,,,南山区沙河街道东方社区团支部,
,,,,,,,文竹园社区警务室,,,,,,,,,,,,,,,,,,,南山区沙河街道东方社区团支部,
,,,,,,,文华社区警务室,,,,,,,,,,,,,,,,,,,南山教会,
,,,,,,,万丰社区警务室,,,,,,,,,,,,,,,,,,,南山教会,
,,,,,,,梧桐派出所,,,,,,,,,,,,,,,,,,,南山区个体劳动者协会蛇口分会,
,,,,,,,万丰派出所,,,,,,,,,,,,,,,,,,,南山区桃源社区老年人协会,
,,,,,,,五湾港区派出所,,,,,,,,,,,,,,,,,,,南约社区居委会老人协会,
,,,,,,,西丽派出所,,,,,,,,,,,,,,,,,,,南山区个体劳动者协会南山分会,
,,,,,,,新龙社区警务室,,,,,,,,,,,,,,,,,,,南华社区科协,
,,,,,,,新南社区警务室,,,,,,,,,,,,,,,,,,,南山区体育舞蹈协会,
,,,,,,,新谊社区警务室,,,,,,,,,,,,,,,,,,,南山外国语学校家庭学校社区联合会,
,,,,,,,香蜜湖街道办香蜜社区综治信访维稳工作站,,,,,,,,,,,,,,,,,,,南园街道锦龙社区工会联合会(福田区锦龙社区健康服务中心西),
,,,,,,,香蜜湖公交派出所,,,,,,,,,,,,,,,,,,,南山区社区康复协会,
,,,,,,,香蜜湖社区警务室,,,,,,,,,,,,,,,,,,,南园街道锦龙社区工会联合会(三九发展大厦东),
,,,,,,,香蜜湖公交派出所,,,,,,,,,,,,,,,,,,,南约社区计生协会会员之家,
